sample	locus_position	method_id	key	value	type
17T013107_S44	chr2:47641506-47641642	model	status	MSI	str
17T013107_S44	chr14:23652277-23652420	model	status	MSI	str
17T013107_S44	chr11:125490715-125490852	model	status	MSI	str
17T013107_S44	chr11:102193451-102193586	model	status	MSI	str
17T013107_S44	chr13:31722592-31722713	model	status	MSI	str
17T013107_S47	chr4:55598140-55598290	model	status	MSI	str
17T013107_S47	chr2:47641506-47641642	model	status	MSI	str
17T013107_S47	chr14:23652277-23652420	model	status	MSI	str
17T013107_S47	chr11:125490715-125490852	model	status	MSI	str
17T013107_S47	chr11:102193451-102193586	model	status	MSI	str
17T013107_S47	chr13:31722592-31722713	model	status	MSI	str
17T008647_S13	chr4:55598140-55598290	model	status	MSI	str
17T008647_S13	chr2:47641506-47641642	model	status	MSI	str
17T008647_S13	chr14:23652277-23652420	model	status	MSI	str
17T008647_S13	chr11:125490715-125490852	model	status	MSI	str
17T008647_S13	chr11:102193451-102193586	model	status	MSI	str
17T008647_S13	chr13:31722592-31722713	model	status	MSI	str
17T008647_S16	chr4:55598140-55598290	model	status	MSI	str
17T008647_S16	chr2:47641506-47641642	model	status	MSI	str
17T008647_S16	chr14:23652277-23652420	model	status	MSI	str
17T008647_S16	chr11:125490715-125490852	model	status	MSI	str
17T008647_S16	chr11:102193451-102193586	model	status	MSI	str
17T008647_S16	chr13:31722592-31722713	model	status	MSI	str
17T005560_S44	chr4:55598140-55598290	model	status	MSI	str
17T005560_S44	chr2:47641506-47641642	model	status	MSI	str
17T005560_S44	chr14:23652277-23652420	model	status	MSI	str
17T005560_S44	chr11:125490715-125490852	model	status	MSS	str
17T005560_S44	chr11:102193451-102193586	model	status	MSI	str
17T005560_S44	chr13:31722592-31722713	model	status	MSS	str
17T005560_S47	chr4:55598140-55598290	model	status	MSI	str
17T005560_S47	chr2:47641506-47641642	model	status	MSI	str
17T005560_S47	chr14:23652277-23652420	model	status	MSI	str
17T005560_S47	chr11:125490715-125490852	model	status	MSS	str
17T005560_S47	chr11:102193451-102193586	model	status	MSI	str
17T005560_S47	chr13:31722592-31722713	model	status	MSS	str
17T021103_S43	chr4:55598140-55598290	model	status	MSI	str
17T021103_S43	chr2:47641506-47641642	model	status	MSI	str
17T021103_S43	chr14:23652277-23652420	model	status	MSI	str
17T021103_S43	chr11:125490715-125490852	model	status	MSI	str
17T021103_S43	chr11:102193451-102193586	model	status	MSI	str
17T021103_S43	chr13:31722592-31722713	model	status	MSI	str
17T021103_S46	chr4:55598140-55598290	model	status	MSI	str
17T021103_S46	chr2:47641506-47641642	model	status	MSI	str
17T021103_S46	chr14:23652277-23652420	model	status	MSI	str
17T021103_S46	chr11:125490715-125490852	model	status	MSI	str
17T021103_S46	chr11:102193451-102193586	model	status	MSI	str
17T021103_S46	chr13:31722592-31722713	model	status	MSI	str
17T006913_S38	chr4:55598140-55598290	model	status	MSI	str
17T006913_S38	chr2:47641506-47641642	model	status	MSI	str
17T006913_S38	chr14:23652277-23652420	model	status	MSI	str
17T006913_S38	chr11:125490715-125490852	model	status	MSI	str
17T006913_S38	chr11:102193451-102193586	model	status	MSI	str
17T006913_S38	chr13:31722592-31722713	model	status	MSI	str
17T006913_S41	chr4:55598140-55598290	model	status	MSI	str
17T006913_S41	chr2:47641506-47641642	model	status	MSI	str
17T006913_S41	chr14:23652277-23652420	model	status	MSI	str
17T006913_S41	chr11:125490715-125490852	model	status	MSI	str
17T006913_S41	chr11:102193451-102193586	model	status	MSI	str
17T006913_S41	chr13:31722592-31722713	model	status	MSI	str
